Species;Family;Clade;type_of_care;number_of_parents;care_duration;care_duration_in_males;care_in_males_binary;care_duration_in_females;care_in_females_binary;protection;protection_in_males;protection_in_females;nourishment_by_females;nourishment_by_females_binary;terrestrial_reproduction;direct_development;female_SVL ;male_SVL;average_male_female_SVL;SSD;Egg_diameter;Log_egg_diameter;Clutch_size;Log_Clutch_size;Clutch_volume;Log_Clutch_volume;Parental care references;Terrestrial / aquatic reproduction references;Direct development references;Female size references;Male size references;Egg size references;Clutch size references
Pseudacris_clarkii;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;28;24,5;26,25;-0,06;0,8;-0,1;1000;3;502,4;2,7;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Pseudacris_crucifer;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;29,4;25,2;27,3;-0,07;1,1375;0,06;812,5;2,91;825,27;2,92;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2042;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Pseudacris_feriarum;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;27,5;25,5;26,5;-0,03;1;0;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Pseudacris_maculata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;27;25,5;26,25;-0,02;1,3;0,11;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Pseudacris_nigrita;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;27,5;24,5;26;-0,05;0,975;-0,01;89;1,95;66,42;1,82;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2035;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Pseudacris_ocularis;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;14,78;13,5;14,14;-0,04;0,825;-0,08;125;2,1;66,79;1,82;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Pseudacris_ornata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;32;30;31;-0,03;1;0;55;1,74;43,18;1,64;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Pseudacris_regilla;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;36,6;32,5;34,55;-0,05;1,3;0,11;691;2,84;916,72;2,96;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2073;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Pseudacris_streckeri;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;43,5;33;38,25;-0,12;1,39;0,14;387,5;2,59;587,72;2,77;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2103;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Pseudacris_triseriata;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;28,8;26,5;27,65;-0,04;1,015;0,01;449;2,65;363,12;2,56;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Pseudis_minuta;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;;;
Pseudis_paradoxa;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;60;NA;NA;NA;1,68;0,23;525;2,72;1163,18;3,07;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Pseudocallulops_pullifer;Microhylidae;Microhylidae;male-only care ;1;3;3;1;0;0;3;3;0;2;1;NA;present;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Stuart et al. 2008, Günther 2006;;Stuart et al. 2008;;;;
Pseudopaludicola_falcipes;Leptodactylidae;Diphyabatracea;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;1;0;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2294;Gomez-Mestre et al. 2012;;;Han & Fu 2013;
Pseudophryne_australis;Myobatrachidae;Australobatrachia;either parent;1;1;1;1;1;1;2;2;2;0;0;NA;absent;NA;NA;NA;NA;2,775;0,44;NA;NA;NA;NA;Jacobson 1963, Woodruff 1976;;Amphibiaweb;;;Summers et al. 2006;
Pseudophryne_bibronii;Myobatrachidae;Australobatrachia;male-only care ;1;1;1;1;1;1;2;2;0;0;0;NA;absent;27;26;26,5;-0,02;2,1125;0,32;82;1,91;287,26;2,46;Jacobson 1963, Woodruff 1976;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013, Summers et al. 2006;Han & Fu 2013
Pseudophryne_coriacea;Myobatrachidae;Australobatrachia;male-only care ;1;1;1;1;0;0;2;2;0;0;0;1;absent;28,5;NA;NA;NA;2,5;0,4;135;2,13;662,34;2,82;Robinson 2002;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Pseudophryne_corroboree;Myobatrachidae;Australobatrachia;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;3,25;0,51;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;Summers et al. 2006;
Pseudophryne_dendyi;Myobatrachidae;Australobatrachia;male-only care ;1;1;1;1;0;0;2;2;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Woodruff 1976;;Amphibiaweb;;;;
Pseudophryne_douglasi;Myobatrachidae;Australobatrachia;female-only care ;1;1;0;0;1;1;2;0;2;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Pseudophryne_semimarmorata;Myobatrachidae;Australobatrachia;NA;NA;1;NA;NA;NA;NA;2;NA;NA;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Pseudorana_weiningensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;43;35;39;-0,09;2,3;0,36;313;2,5;1299,78;3,11;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Ptychadena_anchietae;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;57;NA;NA;NA;1;0;250;2,4;196,25;2,29;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2171;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Ptychadena_bibroni;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;45;NA;NA;NA;1,4625;0,17;1150;3,06;1930,9;3,29;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2115;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Summers et al. 2006;Gomez-Mestre et al. 2012
Ptychadena_mascareniensis;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,1;0,04;NA;NA;NA;NA;Han & Fu 2013, Summers et al. 2006;;Amphibiaweb;;;Han & Fu 2013, Summers et al. 2006;
Ptychadena_oxyrhynchus;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;NA;NA;NA;NA;1,3;0,11;NA;NA;NA;NA;Summers et al. 2006;;Amphibiaweb;;;Summers et al. 2006;
Ptychadena_porosissima;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2344;Gomez-Mestre et al. 2012;;;;
Ptychadena_tellinii;Ptychadenidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,5;NA;NA;NA;1,225;0,09;1681;3,23;1980,2;3,3;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2094;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Ptychohyla_euthysanota;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;38,2;35;36,6;-0,04;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Ptychohyla_hypomykter;Hylidae;Hylidae;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;2,39;0,38;NA;NA;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2305;Gomez-Mestre et al. 2012;;;Han & Fu 2013, Summers et al. 2006;
Pyxicephalus_adspersus;Pyxicephalidae;Natatanura;male-only care ;1;2;2;1;0;0;2;2;0;0;0;0;absent;115;203;159;0,25;1,775;0,25;3875;3,59;9583,81;3,98;Wells 2007;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Qasipaa_yei;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;75;58,1;66,55;-0,11;NA;NA;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Quasipaa_boulengeri;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;103,3;100,6;101,95;-0,01;3,9;0,59;NA;NA;NA;NA;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;
Quasipaa_shini;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;94,9;98,6;96,75;0,02;3,5;0,54;10;1;96,16;1,98;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Quasipaa_spinosa;Dicroglossidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;93,2;89,2;91,2;-0,02;4,3;0,63;228;2,36;3309,34;3,52;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_amurensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;59,65;41;50,33;-0,16;2;0,3;2052,5;3,31;6444,85;3,81;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2178;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_arvalis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;75;NA;NA;NA;1,875;0,27;1674,5;3,22;4621,23;3,66;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2231;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_asiatica;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;53,8;53,4;53,6;0;2,3;0,36;1150;3,06;4775,55;3,68;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2164;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_aurora;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;93,5;NA;NA;NA;3,0375;0,48;775;2,89;5613,11;3,75;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2256;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_boylii;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;65;56;60,5;-0,06;2,3125;0,36;1065;3,03;4470,77;3,65;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2200;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_cascadae;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;52,5;NA;NA;NA;2,5125;0,4;475;2,68;2353,83;3,37;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2157;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_chaochiaoensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;52,9;53,6;53,25;0,01;1,8;0,26;1500;3,18;3815,1;3,58;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_chensinensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,9;48;44,95;0,06;NA;NA;1400;3,15;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2095;Gomez-Mestre et al. 2012;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Rana_dalmatina;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;63,35;45,2;54,28;-0,15;2,38;0,38;1166;3,07;5184,68;3,71;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2194;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_dybowskii;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;67;NA;NA;NA;2,625;0,42;1882,5;3,27;10182,71;4,01;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2205;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_graeca;Ranidae;Natatanura;male-only care ;1;1;1;1;0;0;2;2;0;0;0;0;absent;75;NA;NA;NA;2,775;0,44;1100;3,04;6649,49;3,82;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_huanrenensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;45,3;42,8;44,05;-0,02;2;0,3;450;2,65;1413;3,15;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_iberica;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;47;NA;NA;NA;1,8;0,26;319;2,5;811,34;2,91;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2129;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Han & Fu 2013;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Rana_japonica;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;46,6;48,1;47,35;0,01;1,925;0,28;1595;3,2;4639,72;3,67;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2128;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_johnsi;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;46,5;43,1;44,8;-0,03;2,3;0,36;1500;3,18;6228,98;3,79;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_kukunoris;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;1;absent;61,9;56,3;59,1;-0,04;1,8;0,26;1350;3,13;3433,59;3,54;Han & Fu 2013;Amphibiaweb;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_kunyuensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;44,8;40,9;42,85;-0,04;1,8;0,26;918;2,96;2334,84;3,37;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_longicrus;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;51,45;41,5;46,48;-0,09;1,57;0,2;760,5;2,88;1471,53;3,17;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2150;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_luteiventris;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;60;NA;NA;NA;2,03;0,31;1837,5;3,26;5944,14;3,77;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2181;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_luzonensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2345;Gomez-Mestre et al. 2012;;;;
Rana_macrocnemis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;NA;NA;2040;3,31;NA;NA;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2307;Gomez-Mestre et al. 2012;;;;Han & Fu 2013
Rana_muscosa;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;NA;NA;NA;NA;2,3;0,36;223;2,35;926,04;2,97;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2304;Gomez-Mestre et al. 2012;;;Han & Fu 2013;Han & Fu 2013
Rana_omeimontis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;66,7;60,1;63,4;-0,05;2;0,3;1550;3,19;4867;3,69;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_ornativentris;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;60,25;49,3;54,78;-0,09;1,825;0,26;6725;3,83;17582,79;4,25;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2184;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013
Rana_pirica;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;63;NA;NA;NA;2,5;0,4;1004,5;3;4928,33;3,69;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2191;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Rana_pretiosa;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;73,15;56;64,58;-0,12;2,1675;0,34;1023;3,01;3772,8;3,58;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2221;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_pyrenaica;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;45;NA;NA;NA;3;0,48;120;2,08;847,8;2,93;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2117;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012
Rana_sauteri;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;52,8;39,9;46,35;-0,12;2,6;0,41;811,5;2,91;4306,31;3,63;Han & Fu 2013;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_shuchinae;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;44,5;39,9;42,2;-0,05;2,2;0,34;180;2,26;683,89;2,83;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_tagoi;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;41,4;39;40,2;-0,03;3,5;0,54;70;1,85;673,14;2,83;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2091;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012
Rana_temporaria;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;0;absent;63,1;64,2;63,65;0,01;2,45;0,39;1868,25;3,27;8803,12;3,94;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2192;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rana_tsushimensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;49,8;41,1;45,45;-0,08;2;0,3;450;2,65;1413;3,15;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Rana_zhenhaiensis;Ranidae;Natatanura;no care;0;0;0;0;0;0;0;0;0;0;0;NA;absent;48,1;46,4;47,25;-0,02;1,8;0,26;883;2,95;2245,82;3,35;Han & Fu 2013;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013;Han & Fu 2013
Ranitomeya_fantastica;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;;;;
Ranitomeya_imitator;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;2;1;3;3;0;1;1;NA;absent;18,2;17,4;17,8;-0,02;NA;NA;2;0,3;NA;NA;Brown et al. 2010;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Ranitomeya_reticulata;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;1;absent;15,3;14,4;14,85;-0,03;2;0,3;2,5;0,4;7,85;0,89;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Ranitomeya_vanzolinii;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;2;1;3;3;0;1;1;NA;absent;17,9;17,8;17,85;0;NA;NA;NA;NA;NA;NA;Amphibiaweb;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;
Ranitomeya_variabilis;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;NA;absent;18;17,4;17,7;-0,01;NA;NA;6;0,78;NA;NA;Amphibiaweb;;Amphibiaweb;Han & Fu 2013;Han & Fu 2013;;Han & Fu 2013
Ranitomeya_ventrimaculata;Dendrobatidae;Agastorophrynia;male-only care ;1;2;2;1;0;0;3;3;0;0;0;1;absent;15,75;16;15,88;0,01;2;0,3;4;0,6;12,56;1,1;Amphibiaweb;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013, Summers et al. 2006;Gomez-Mestre et al. 2012, Han & Fu 2013
Rhacophorus_annamensis;Rhacophoridae;Natatanura;biparental care;2;1;1;1;1;1;1;1;1;0;0;1;absent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;IUCN;Amphibiaweb;Amphibiaweb;;;;
Rhacophorus_arboreus;Rhacophoridae;Natatanura;female-only care ;1;1;0;0;1;1;1;0;1;0;0;1;absent;75,95;60,3;68,13;-0,1;2,9;0,46;800;2,9;5281,48;3,72;Amphibiaweb;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012;Gomez-Mestre et al. 2012, Han & Fu 2013;Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013;Gomez-Mestre et al. 2012, Han & Fu 2013
